YMD	YMDT	DPS	AREA	TYPE_OCCUR	TYPE_CAUSE	TYPE_SHIP	WEATHER	POS	COUNT	RESCUE	INJURY	DEATH	DISAPPER	위도_도	위도_분	위도_초	경도_도	경도_분	경도_초	LAT	LON	LAT_DBC	LON_DBC
20140220	20140220 1:00	서귀포	공해	화재	기타	어선	양호	서귀포 남방 220해리(일본 오키나와 북방 315km)	1	9	0	0	0	29	30	0	126	48	0	29.50000	126.80000	29|30|00	126|48|00
20140220	20140220 10:50	부산	항계내	해양오염	관리소홀	예부선	양호	청학부두 ~ 한국타이어 부두	1	0	0	0	0	35	5	18	129	4	45	35.08833	129.07917	35|05|18	129|04|45
20140220	20140220 16:13	태안	항계내	접촉	관리소홀	어선	양호	충청남도 태안군 원북면 방갈리 515-50	1	2	0	0	0	36	53	0	126	11	0	36.88333	126.18333	36|53|00	126|11|00
20140221	20140221 13:38	인천	협수로	기관손상	정비불량	어선	양호	인천시 옹진군 영흥면 창서 남동방 0.8마일	1	3	0	0	0	37	11	6	126	24	52	37.18500	126.41444	37|11|06	126|24|52
20140221	20140221 20:00	서귀포	영해-EEZ	안전저해	운항부주의	어선	양호	제주도 서귀포 남서방 20해리	1	6	0	0	0	32	57	0	126	28	0	32.95000	126.46667	32|57|00	126|28|00
20140221	20140221 23:32	동해	영해	화재	기타	어선	황천4급	독도 남동 0.3마일	1	6	0	0	0	37	14	0	131	52	0	37.23333	131.86667	37|14|00	131|52|00
20140223	20140223 3:30	군산	영해	화재	정비불량	낚시어선	양호	전북 군산시 비응도 서방 약 2해리	1	4	0	0	0	35	53	0	126	27	0	35.88333	126.45000	35|53|00	126|27|00
20140223	20140223 8:40	서귀포	항계내	화재	기타	어선	양호	화순항	1	1	0	0	0	33	14	23	126	19	46	33.23972	126.32944	33|14|23	126|19|46
20140223	20140223 11:35	인천	항계내	해양오염	관리소홀	예부선	양호	인천 남항 미래부두 비치맨션 앞 해상	1	3	0	0	0	37	27	3	126	36	36	37.45083	126.61000	37|27|03	126|36|36
20140223	20140223 15:00	완도	영해	속구손상	정비불량	여객선	양호	완도군 신지도 남방 1.2해리	1	8	0	0	0	34	16	40	126	50	36	34.27778	126.84333	34|16|40	126|50|36
20140224	20140224 12:35	평택	협수로	기관손상	정비불량	고무보트	양호	충남 당진시 장고항 북동방 약 2.5해리 해상	1	3	0	0	0	37	3	0	126	36	40	37.05000	126.61111	37|03|00	126|36|40
20140224	20140224 15:30	포항	항계내	해양오염	관리소홀	예부선	양호	포항시 북구 영일만항 남방파제 0.5마일	1	2	0	0	0	36	5	0	129	28	0	36.08333	129.46667	36|05|00	129|28|00
20140224	20140224 17:40	포항	항계내	해양오염	관리소홀	예부선	양호	포항 영일만신항 남방파제 0.5마일	1	9	0	0	0	36	5	0	129	28	0	36.08333	129.46667	36|05|00	129|28|00
20140225	20140225 10:50	서귀포	항계내	해양오염	기타	기타	양호	서귀포항 서부두	1	0	0	0	0	33	14	39	126	33	72	33.24417	126.57000	33|14|39	126|33|72
20140225	20140225 15:10	부산	항계내	해양오염	기타	예부선	양호	부산 영도구 영선동 암벽	1	0	0	0	0	35	5	56	129	2	11	35.09889	129.03639	35|05|56	129|02|11
20140226	20140226 13:47	통영	항계내	화재	기타	기타	저시정	경남 거제시 신현읍 삼성중공업거제조선소 KC 안벽	1	0	0	0	0	34	54	20	128	36	0	34.90556	128.60000	34|54|20	128|36|00
20140226	20140226 17:17	부산	영해	인명사상	기타	어선	양호	머그리(안경섬, 해도상 북-남여도) 추정	1	0	0	0	1	34	40	32	128	46	30	34.67556	128.77500	34|40|32	128|46|30
20140227	20140227 17:00	동해	영해-EEZ	기관손상	기타	어선	양호	묵호 동방 31마일	1	10	0	0	0	37	31	77	129	45	73	37.53806	129.77028	37|31|77	129|45|73
20140227	20140227 19:25	통영	항계내	충돌	기타	어선	양호	경남 통영시 산양읍 산양읍 오비도 0.6마일 해상	2	2	0	0	0	34	48	32	128	20	77	34.80889	128.35472	34|48|32	128|20|77
20140228	20140228 13:55	통영	항계내	좌초	기타	기타	양호	경남 통영시 도남동 수륙마을 앞 해상	1	2	0	0	0	34	48	84	128	26	41	34.82333	128.44472	34|48|84	128|26|41
20140301	20140301 8:30	태안	항계내	침몰	운항부주의	예부선	양호	충남 보령시 대천항 북서방 4.3해리 해상	1	2	2	0	0	36	23	69	126	28	67	36.40250	126.48528	36|23|69	126|28|67
20140301	20140301 10:40	통영	영해	침수	정비불량	어선	양호	거제도 외포항 동방 약 1.5해리	1	1	0	0	0	34	56	47	128	44	98	34.94639	128.76056	34|56|47	128|44|98
20140303	20140303 11:27	부산	항계내	해양오염	관리소홀	기타	양호	부산항 8부두 정문 앞 해상	1	0	0	0	0	35	6	33	129	2	97	35.10917	129.06028	35|06|33	129|02|97
20140303	20140303 16:30	서귀포	영해-EEZ	안전저해	운항부주의	어선	양호	서귀포 동방 62해리	1	6	0	0	0	33	17	0	127	53	0	33.28333	127.88333	33|17|00	127|53|00
20140303	20140303 18:40	제주	영해	침수	운항부주의	어선	황천5급	제주 북서 약 15해리	1	3	0	0	0	33	43	0	126	21	0	33.71667	126.35000	33|43|00	126|21|00
20140304	20140304 7:45	완도	항계내	침몰	관리소홀	낚시어선	양호	완도항 남방파제 항내	1	0	0	0	0	34	18	55	126	46	10	34.31528	126.76944	34|18|55	126|46|10
20140305	20140305 7:00	완도	영해	기타	연료고갈	어선	양호	완도군 청산면 소모도 북동방 해상	1	2	0	0	0	34	14	27	126	47	10	34.24083	126.78611	34|14|27	126|47|10
20140305	20140305 11:20	창원	협수로	충돌	운항부주의	어선	양호	창원시 마산합포구 진동면소재 송도 북동방 약 15m 해상	2	5	4	0	0	35	5	61	128	29	58	35.10028	128.49944	35|05|61	128|29|58
20140305	20140305 23:45	부산	영해	기관손상	기타	기타	양호	목도 남동방 4해리	1	9	0	0	0	34	56	0	129	3	0	34.93333	129.05000	34|56|00	129|03|00
20140306	20140306 3:00	여수	협수로	인명사상	기타	기타	양호	전남 보성군 장암선착장 앞 0.5마일 해상	1	0	0	1	0	34	49	40	127	23	20	34.82778	127.38889	34|49|40	127|23|20
20140306	20140306 7:40	서귀포	공해	기관손상	정비불량	어선	황천5급	서귀포 남방 207해리	1	9	0	0	0	29	50	0	126	20	0	29.83333	126.33333	29|50|00	126|20|00
20140306	20140306 19:54	인천	항계내	추진기손상	정비불량	예부선	양호	인천시 영종도 삼목항 앞 해상	1	4	0	0	0	37	29	55	126	26	31	37.49861	126.44194	37|29|55	126|26|31
20140307	20140307 7:00	태안	영해	인명사상	기타	어선	양호	보령시 오천면 외연도 남동방 6.8해리	1	3	0	1	0	36	11	0	126	13	0	36.18333	126.21667	36|11|00	126|13|00
20140307	20140307 21:40	태안	영해	안전저해	운항부주의	예부선	양호	충청남도 보령시 오천면 외연도 동방 3해리 해점	1	3	0	0	0	36	13	34	126	9	20	36.22611	126.15556	36|13|34	126|09|20
20140308	20140308 7:00	여수	영해	기관손상	관리소홀	낚시어선	양호	전남 여수시 초도 남방 3마일 해상	1	0	0	0	0	34	10	29	127	17	43	34.17472	127.29528	34|10|29	127|17|43
20140309	20140309 3:00	서귀포	EEZ 30마일 이내	인명사상	기타	어선	양호	마라도 남방 64해리	1	0	0	0	1	32	0	0	126	3	0	32.00000	126.05000	32|00|00	126|03|00
20140309	20140309 6:00	제주	영해	기관손상	정비불량	어선	양호	성산항 북동방 20해리	1	7	0	0	0	33	48	50	127	8	90	33.81389	127.15833	33|48|50	127|08|90
20140309	20140309 6:20	부산	항계내	침몰	기타	예부선	양호	부산 영도구 대평동 토토볼링장 앞 계류장	1	0	0	0	0	35	5	23	129	2	7	35.08972	129.03528	35|05|23	129|02|07
20140309	20140309 9:20	군산	항계내	인명사상	기타	어선	양호	전북 군산시 금강하구둑 남방 500m	1	5	0	0	0	36	0	33	126	45	11	36.00917	126.75306	36|00|33	126|45|11
20140309	20140309 13:40	군산	항계내	충돌	기상악화	화물선	황천5급	전북 군산시 군산항 71부두	2	25	0	0	0	35	58	33	126	33	38	35.97583	126.56056	35|58|33	126|33|38
20140309	20140309 14:38	통영	항계내	운항저해	기상악화	어선	양호	경남 거제시 둔덕면 술역리 방화도 앞 해상	1	2	0	0	0	34	50	0	128	27	0	34.83333	128.45000	34|50|00	128|27|00
20140310	20140310 10:30	완도	영해	침몰	적재불량	기타	양호	전남 완도군 소안도 북방 1.5해리	1	3	0	0	0	34	13	0	126	40	0	34.21667	126.66667	34|13|00	126|40|00
20140310	20140310 12:08	목포	협수로	인명사상	기타	기타	양호	전남 신안군 암태면 남강 선착장	1	1	1	0	0	34	48	9	126	7	12	34.80250	126.12000	34|48|9	126|7|12
20140310	20140310 13:20	평택	협수로	안전저해	운항부주의	여객선	양호	경기 안산시 풍도 동방 3마일	1	33	0	0	0	37	9	50	126	25	90	37.16389	126.44167	37|09|50	126|25|90
20140311	20140311 5:25	평택	협수로	좌초	운항부주의	어선	양호	경기 안산시 풍도 북방 2마일 해상	1	2	0	0	0	37	9	33	126	22	24	37.15917	126.37333	37|09|33	126|22|24
20140311	20140311 7:50	동해	영해-EEZ	인명사상	기타	어선	양호	독도 동방 20마일	1	11	1	0	0	37	10	0	132	17	0	37.16667	132.28333	37|10|00	132|17|00
20140311	20140311 9:30	서귀포	영해-EEZ	기관손상	관리소홀	어선	양호	모슬포 남서방 70해리	1	10	0	0	0	32	17	0	125	37	0	32.28333	125.61667	32|17|00	125|37|00
20140311	20140311 22:18	통영	영해	인명사상	기타	어선	황천5급	경남 통영시 욕지면 남방 22마일	1	0	0	0	1	34	18	46	128	19	36	34.31278	128.32667	34|18|46	128|19|36
20140311	20140311 23:00	속초	영해-EEZ	안전저해	운항부주의	어선	양호	거진 북동방 39해리	1	10	0	0	0	38	32	0	129	18	0	38.53333	129.30000	38|32|00	129|18|00
20140312	20140312 9:37	부산	영해	인명사상	기타	예부선	양호	몰운대 북서 2.2마일 해상	1	1	0	1	0	35	2	70	128	55	30	35.05278	128.92500	35|02|70	128|55|30
20140312	20140312 17:30	여수	영해	기관손상	기타	유조선	양호	전남 여수시 소리도 남방 1.6마일 해상	1	4	0	0	0	34	23	21	127	47	10	34.38917	127.78611	34|23|21	127|47|10
20140313	20140313 3:14	포항	영해	안전저해	기타	기타	풍랑경보	감포 남동방 3.6마일	1	4	0	0	0	35	45	0	129	32	0	35.75000	129.53333	35|45|00	129|32|00
20140313	20140313 12:50	포항	영해	인명사상	기타	화물선	풍랑경보	영일만 북방파제 동방 0.3마일	1	1	0	0	0	36	5	0	129	27	0	36.08333	129.45000	36|05|00	129|27|00
20140314	20140314 1:00	목포	협수로	인명사상	기타	어선	양호	전남 신안군 역섬 근해	1	0	0	0	1	34	49	20	126	14	6	34.82222	126.23500	34|49|20	126|14|06
20140314	20140314 4:15	서귀포	영해	운항저해	기타	어선	황천5급	화순 남방 2해리	1	7	0	0	0	33	12	0	126	19	0	33.20000	126.31667	33|12|00	126|19|00
20140314	20140314 12:35	부산	항계내	화재	기타	예부선	양호	부산 영도구 대평동 부두 물량장	1	0	0	0	0	35	5	33	129	2	12	35.09250	129.03667	35|05|33	129|02|12
20140316	20140316 5:00	서귀포	영해-EEZ	기관손상	정비불량	어선	양호	성산포 남동방 52해리	1	9	0	0	0	33	7	0	127	53	0	33.11667	127.88333	33|07|00	127|53|00
20140316	20140316 12:28	부산	항계내	화재	기타	기타	양호	부산항 자성대 부두 5번석	1	3	0	0	0	35	7	27	129	3	5	35.12417	129.05139	35|07|27	129|03|05
20140317	20140317 15:45	부산	영해	기관손상	연료고갈	요트	양호	태종대 남동방 15 ~ 22해리	2	2	0	0	0	34	54	38	129	28	11	34.91056	129.46972	34|54|38	129|28|11
20140317	20140317 17:16	포항	항계내	인명사상	기타	화물선	양호	포항항 17번 묘박지	1	1	1	0	0	36	2	0	129	27	0	36.03333	129.45000	36|02|00	129|27|00
20140317	20140317 18:12	포항	영해	침몰	기상악화	어선	양호	호미곶 북동방6마일	1	2	0	0	0	36	7	0	129	40	0	36.11667	129.66667	36|07|00	129|40|00
20140317	20140317 23:40	울산	영해-EEZ	인명사상	기타	어선	황천5급	울산 간절곶 동방 36해리(Fix 35-16N 130-05E)해상	1	8	0	0	1	35	16	0	130	5	0	35.26667	130.08333	35|16|00	130|05|00
20140318	20140318 8:05	부산	항계내	해양오염	기타	예부선	양호	부산시 영도구 대평동 하나빌 앞 해상	1	2	0	0	0	35	5	32	129	2	8	35.09222	129.03556	35|05|32	129|02|08
20140318	20140318 22:54	포항	영해	기관손상	정비불량	화물선	양호	호미곶 남동 3.3마일	1	10	0	0	0	36	3	0	129	36	0	36.05000	129.60000	36|03|00	129|36|00
20140319	20140319 4:40	여수	항계내	침수	기타	어선	양호	여수시 돌산읍 금복리 금천선착장	1	0	0	0	0	34	38	38	127	42	77	34.64389	127.72139	34|38|38	127|42|77
20140319	20140319 9:19	군산	협수로	인명사상	기타	어선	양호	군산시 옥도면 연도 북서방 7해리	1	2	0	0	1	36	9	0	126	19	0	36.15000	126.31667	36|09|00	126|19|00
20140319	20140319 18:15	울산	영해	화재	기타	어선	양호	울산 방어진 동방 4.5해리((FIX 35-27N 129-32E)해상	1	8	0	0	0	35	27	0	129	32	0	35.45000	129.53333	35|27|00	129|32|00
20140320	20140320 4:00	서귀포	공해	기관손상	정비불량	어선	풍랑주의보	서귀포 남방 198해리	1	8	0	0	0	29	57	0	127	1	0	29.95000	127.01667	29|57|00	127|01|00
20140320	20140320 8:00	평택	협수로	안전저해	운항부주의	어선	양호	경기 안산시 단원구 풍도 앞 해상	1	1	0	0	0	37	6	0	126	23	49	37.10000	126.39694	37|06|00	126|23|49
20140320	20140320 9:10	통영	항계내	인명사상	기타	어선	양호	경남 남해군 남해읍 선소리 광두항 동방 0.5마일 해상	1	0	1	1	0	34	49	36	128	57	16	34.82667	128.95444	34|49|36	128|57|16
20140320	20140320 12:55	통영	항계내	인명사상	기타	기타	양호	경남 하동군 금성면 갈사리 연막항포구 근해	1	0	0	1	0	34	56	0	127	47	0	34.93333	127.78333	34|56|00	127|47|00
20140320	20140320 13:30	태안	영해	기관손상	정비불량	여객선	황천4급	충남 보령시 대천 인근해상	1	55	0	0	0	36	22	30	126	26	90	36.37500	126.45833	36|22|30	126|26|90
20140321	20140321 5:40	완도	항계내	침수	기타	여객선	황천5급	완도군 노화읍 산양진항	1	0	0	0	0	34	13	34	126	34	32	34.22611	126.57556	34|13|34	126|34|32
20140322	20140322 1:17	부산	영해	충돌	운항부주의	화물선	양호	오륙도 동방 7.5마일	2	35	0	0	0	35	3	0	129	18	0	35.05000	129.30000	35|03|00	129|18|00
20140322	20140322 15:45	여수	협수로	화재	기타	어선	양호	전남 고흥군 용동리 당남선착장	1	0	0	0	0	34	37	62	127	9	44	34.63389	127.16222	34|37|62	127|09|44
20140322	20140322 16:22	부산	영해	충돌	운항부주의	화물선	양호	부산 목도 동방 9.6마일 해상	2	20	0	0	0	34	56	17	129	10	64	34.93806	129.18444	34|56|17	129|10|64
20140322	20140322 22:29	목포	영해	인명사상	기타	어선	양호	전남 신안군 흑산면 가거도 남동 5.8해리	1	1	1	0	0	33	59	0	125	13	0	33.98333	125.21667	33|59|00	125|13|00
20140323	20140323 1:30	완도	영해	운항저해	운항부주의	화물선	양호	완도군 여서도 남동방 6해리	1	16	0	0	0	33	56	0	127	3	0	33.93333	127.05000	33|56|00	127|03|00
20140323	20140323 4:44	완도	영해	좌초	운항부주의	낚시어선	양호	완도군 신지면 갈마도 작은여	1	1	0	0	0	34	19	35	126	54	43	34.32639	126.91194	34|19|35	126|54|43
20140323	20140323 9:05	통영	영해	화재	화기취급부주의	어선	양호	경남 통영시 한산면 매죽리 매물도 남동방 7.5마일	1	2	0	0	0	34	35	11	128	43	49	34.58639	128.73028	34|35|11	128|43|49
20140323	20140323 13:15	인천	항계내	기관손상	정비불량	모터보트	양호	인천시 영종도 덕교선착장 동방 1.2마일	1	6	0	0	0	37	25	22	126	27	31	37.42278	126.45861	37|25|22	126|27|31
20140323	20140323 14:20	인천	협수로	기관손상	기타	어선	양호	인천 옹진군 승봉도 북방 3마일 해상	1	2	0	0	0	37	12	0	126	18	0	37.20000	126.30000	37|12|00	126|18|00
20140324	20140324 1:30	제주	영해-EEZ	화재	화기취급부주의	어선	양호	차귀도 남서방 58.5해리 해상	1	2	2	6	1	32	38	0	125	19	0	32.63333	125.31667	32|38|00	125|19|00
20140324	20140324 5:10	서귀포	영해-EEZ	기관손상	정비불량	어선	양호	마라도 남서방 45해리	1	12	0	0	0	32	30	0	125	45	0	32.50000	125.75000	32|30|00	125|45|00
20140325	20140325 14:00	울산	영해-EEZ	안전저해	기타	어선	양호	울산 간절곶 동방 44해리(Fix 35-20N 130-16E) 해상	1	7	0	0	0	35	20	0	130	16	0	35.33333	130.26667	35|20|00	130|16|00
20140326	20140326 6:00	서귀포	영해-EEZ	안전저해	운항부주의	어선	저시정	마라도 남방 48해리	1	9	0	0	0	32	20	0	126	1	0	32.33333	126.01667	32|20|00	126|01|00
20140327	20140327 4:50	평택	영해	인명사상	기타	어선	양호	목덕도 서방 16마일 해상	1	0	0	0	1	36	58	0	125	27	0	36.96667	125.45000	36|58|00	125|27|00
20140327	20140327 10:10	부산	영해	충돌	운항부주의	어선	양호	부산 남항 남방 약 3.4마일	2	19	0	0	0	35	2	86	129	1	37	35.05722	129.02694	35|02|86	129|01|37
20140327	20140327 16:20	여수	영해	기타	운항부주의	낚시어선	양호	전남 고흥군 금산면 신평리 앞 해상	1	2	0	0	0	34	29	49	127	11	10	34.49694	127.18611	34|29|49	127|11|10
20140328	20140328 0:35	여수	영해	기관손상	기타	낚시어선	양호	초도 방목섬 0.4마일 인근해상	1	4	0	0	0	34	16	29	127	27	95	34.27472	127.47639	34|16|29	127|27|95
20140328	20140328 2:35	완도	영해	충돌	운항부주의	화물선	양호	진도군 밀매도 남방 8마일 해상	3	15	0	0	0	34	7	0	126	21	0	34.11667	126.35000	34|07|00	126|21|00
20140328	20140328 6:00	서귀포	영해-EEZ	기관손상	정비불량	어선	양호	마라도 남서방 52해리	1	11	0	0	0	32	22	0	125	41	7	32.36667	125.68528	32|22|00	125|41|07
20140328	20140328 9:31	부산	항계내	기관손상	기타	낚시어선	양호	송정항 동남방 1.4마일 해상	1	1	0	0	0	35	10	7	129	13	37	35.16861	129.22694	35|10|07	129|13|37
20140328	20140328 10:50	부산	영해	충돌	운항부주의	예부선	저시정	남형제도 북방 약 1.9해리	2	5	2	0	0	34	54	94	128	56	28	34.92611	128.94111	34|54|94	128|56|28
20140328	20140328 11:30	인천	협수로	충돌	운항부주의	여객선	저시정	인천시 선미도 북서방 2마일 해상	2	152	0	0	0	37	19	0	126	3	0	37.31667	126.05000	37|19|00	126|03|00
20140328	20140328 13:46	군산	영해	충돌	운항부주의	어선	양호	군산시 옥도면 연도 북서방 8해리	2	7	0	0	0	36	9	0	126	17	0	36.15000	126.28333	36|09|00	126|17|00
20140328	20140328 14:30	태안	영해	안전저해	운항부주의	어선	양호	충남 태안군 신진항 남서방 약 30해리	1	4	0	0	0	36	17	0	125	50	0	36.28333	125.83333	36|17|00	125|50|00
20140329	20140329 16:38	부산	항계내	기관손상	기타	어선	양호	을숙도대교 남방 0.3마일 해상	1	1	0	0	0	35	5	19	128	55	36	35.08861	128.92667	35|05|19	128|55|36
20140330	20140330 1:10	태안	항계내	화재	정비불량	어선	양호	충남 보령시 오천면 외연도 항내	1	0	0	0	0	36	13	0	126	5	0	36.21667	126.08333	36|13|00	126|05|00
20140330	20140330 4:30	서귀포	영해-EEZ	안전저해	운항부주의	어선	양호	서귀포 남동방 22해리	1	12	0	0	0	33	0	0	126	55	0	33.00000	126.91667	33|00|00	126|55|00
20140330	20140330 9:30	태안	영해	침수	정비불량	낚시어선	양호	충남보령시 소재 고대도 남서방 0.5마일	1	11	0	0	0	36	22	20	126	21	50	36.37222	126.36389	36|22|20	126|21|50
20140330	20140330 12:56	평택	영해	안전저해	운항부주의	화물선	양호	장안서 부근 해상	1	26	0	0	0	37	4	8	126	18	51	37.06889	126.31417	37|04|08	126|18|51
20140331	20140331 6:32	통영	영해-EEZ	기관손상	기타	어선	양호	경남 통영시 욕지면 남방 25마일	1	14	0	0	0	34	11	0	128	15	0	34.18333	128.25000	34|11|00	128|15|00
20140401	20140401 3:25	부산	영해	접촉	운항부주의	어선	양호	경남 거제시 일운면 서이말 동방 3마일	2	8	0	0	0	34	46	0	128	48	0	34.76667	128.80000	34|46|00	128|48|00
20140401	20140401 13:00	평택	항계내	침수	정비불량	낚시어선	양호	충남 당진시 송산면 방도 남동방 해상	1	1	0	0	0	37	0	58	126	44	2	37.01611	126.73389	37|00|58	126|44|02
20140401	20140401 23:40	인천	영해	추진기손상	운항부주의	유조선	양호	인천 덕적도 서방 30마일 해상	1	4	0	0	0	37	18	0	125	18	0	37.30000	125.30000	37|18|00	125|18|00
20140403	20140403 22:35	목포	항계내	침몰	관리소홀	예부선	양호	전남 목포시 죽교동 북항 제5부두	1	0	0	0	0	34	48	12	126	21	26	34.80333	126.35722	34|48|12	126|21|26
